,account.username,shopid,mtime,country,rating_normal,rating_bad,rating_good,description,rating_star,item_count,follower_count,response_rate,shop_location
0,wtleather,162989247,1632539875,VN,5,3,276,"Thời trang, đi đầu xu hướng và chất lượng trong từng sản phẩm là những gì WT luôn tự tin để khẳng định mình là nhà sản xuất đồ da thuần Việt đứng đầu toàn quốc từ những năm 90. Với cảm hứng mãnh liệt cho các sản phẩm đồ da, chúng tôi gánh vác sứ mệnh đưa sản phẩm thuần Việt lên một tầm cao mới.

WT theo đuổi mục tiêu mang lại cho khách hàng những tuyệt tác đồ da cổ điển, tinh tế, tối giản và sang trọng. ",4.850267,114,2945,91,Hà Nội
0,xinh_store,1551014,1632547443,VN,1228,443,37330,"Chào mừng bạn đến với cửa hàng chính thức của XinhStore. 
Đến với XinhStore bạn thỏa sức mua sắm các sản phẩm túi vải tote chính gốc từ thương hiệu XinhStore. Hiện của hàng có hơn +300 mỗi túi tote với nhiều kiểu dáng, màu sắc khác nhau, các bạn vui lòng xem trong Store của mình nhé.
- Thời gian trả lời chat: 9h - 21h, T2-CN.
- Thường có nhiều chương trình freeship, bạn vui lòng  theo dõi các chương trình của shopee nhé.
- Liên hệ shop qua số điện thoại: 0908.713.007",4.834144,791,84511,88,TP. Hồ Chí Minh
0,younik.vn,217849966,1632549325,VN,64,26,6623,"Younik.vn là nơi bạn có thể thoả thích mua sắm mọi sản phẩm bản quyền chính thức của các nhân vật mình yêu thích như Lớp Học Mật Ngữ, Thỏ Bảy Màu, Quỳnh Aka...từ những món đồ dễ thương, hữu dụng và độc lạ như ba lô, bóp viết, đồ dùng học tập, móc khoá, túi ví, huy hiệu...",4.940303,141,30223,100,TP. Hồ Chí Minh
0,younikforkids,341974931,1632314626,VN,2,1,355,,4.957386,32,1079,100,TP. Hồ Chí Minh
0,yuumy.hcm,35557774,1632548785,VN,150,38,10113,"Thương hiệu túi xách YUUMY . Đại diện cho phong cách trẻ trung, năng động. Những chiếc túi được thiết kế rất đơn giản nhưng có màu sắc vô cùng nổi bật, thiết kế gọn gàng. Phù hợp với nhiều mục đích sử dụng. Kèm theo đó là chất liệu da mềm mại, bền chắc hứa hẹn mang đến cho khách hàng sự trải nghiệm tuyệt vời nhất Hotline: 0973384798 Website: https://yuumy.vn/",4.919787,219,97711,86,TP. Hồ Chí Minh
0,amazfit_official_store,258850486,1632389098,VN,49,12,2549,"Amazfit_official_store là gian hàng chính hãng duy nhất của Amazfit tại Việt Nam
Follow store để nhận được Voucher 💵
Miễn phí 7 ngày đổi trả 📅
Free ship với mọi đơn hàng. 💰

",4.893798,10,16211,94,TP. Hồ Chí Minh
0,amorus.vn,160428010,1632223687,VN,19,22,414,"🎉Chào mừng bạn đến với Amorus! Chúng tôi đã là Nhà cung cấp Phụ kiện Di động 3C trong hơn 10 năm!
✨Tất cả các mặt hàng đều được đảm bảo chất lượng!
✨Tất cả các mặt hàng đã sẵn sàng chứng khoán.
✨Khoảng 6-14 ngày tới đất nước của bạn \ (^ o ^) /
✨Hãy trò chuyện.
✨Lấy chứng từ khi đặt hàng !!
✨Chào mừng Dropship & Bán buôn",4.639013,34,669,3,Quốc Tế
0,ankervn,16461019,1632546844,VN,641,420,53026,"Được sáng lập bởi một nhóm cựu nhân viên Google, thành viên của Anker bao gồm những kỹ sư xuất sắc. Họ cũng chính là khách hàng của Anker, những người tạo ra các sản phẩm công nghệ làm đơn giản hoá cuộc sống. 

Ngày nay Anker là thương hiệu nổi tiếng, đứng hạng #1 trên Amazon về phụ kiện, đặc biệt là sạc và pin dự phòng. Anker chiếm 1/3 thị phần sạc & pin dự phòng bán ra trên Amazon. Cứ 3 pin dự phòng/sạc được bán ra trên Amazon thì có 1 cái là của thương hiệu Anker",4.911837,179,178198,74,TP. Hồ Chí Minh
0,aoron.vn,265663315,1632542086,VN,29,4,1354,"Gian hàng chính hãng - Kính Mắt Aoron ra đời từ năm 2000, chúng tôi với đội ngũ thiết kế dày dạn kinh nghiệm , nhà máy hiện đại đạt tiêu chuẩn đã xuất khẩu đi 15 nước trên thế giới trong đó có Mỹ, Anh, Pháp, Canada, Nhật Bản ...... 
Website: https://aoron.vn
",4.912131,47,8125,81,Hà Nội
0,aosmith_official_store,199647190,1632408401,VN,0,0,133,,4.969925,42,3508,82,Hà Nội
0,apcbyse,269218366,1632533641,VN,1,0,37,"APC- thương hiệu hàng đầu từ Schneider Electric, chuyên cung cấp các giải pháp bộ lưu điện, ổ cắm chống xung sét và cơ sở hạ tầng vật lý CNTT, đảm bảo dữ liệu luôn khả dụng bất cứ nơi nào - khi nào bạn cần. Sản phẩm APC được kết nối với hệ sinh thái của Schneider Electric xây dụng một danh mục toàn diện bao gồm giải pháp trung tâm dữ liệu, phần mềm & dịch vụ bền vững, linh hoạt, hiệu suất cao, phù hợp với môi trường đám mây và tại biên. Tất cả tạo nên Sự Đảm Bảo trong một thế giới công nghệ số.",4.861111,46,768,97,Hà Nội
0,apple_flagship_store,88201679,1632547840,VN,250,285,16631,,4.880839,105,304925,99,TP. Hồ Chí Minh
0,ariston_official_store,244543449,1632477536,VN,25,18,477,,4.667961,18,2353,100,TP. Hồ Chí Minh
0,aun_official_store,259806246,1632487433,VN,3,1,431,"🎥  AUN Store - Máy chiếu AUN chính hãng - không chỉ cung cấp các dòng máy chiếu chất lượng - mà còn mang đến giải pháp thiết kế phòng chiếu tại gia

➖ Bảo hành 12 tháng - 1 đổi 1 với lỗi sản xuất trong 7 ngày
➖ Hỗ trợ lên đời máy miễn phí trong 7 ngày đầu
➖ Miễn phí giao hàng toàn quốc
------------  
☎ Hotline (zalo) : 038.720.1080 - 037.954.1693

🏠 AUN Store (Test Máy Chiếu Free )
CS1: P902, CT6 Yên Hòa, Cầu Giấy, Hà Nội
CS2: Lầu 1, 139 Ba Vân, Tân Bình, HCM",4.905747,20,2427,98,Hà Nội
0,aweihk.vn,284726928,1632547834,VN,72,73,3594,"Chào mừng bạn đến với cửa hàng chính thức của Awei:
＞ Tất cả các sản phẩm là 100% nguyên bản.
＞ Nếu bạn hài lòng với sản phẩm của chúng tôi, hãy đánh giá chúng tôi ★★★★★.
＞ Theo dõi chúng tôi và nhận thấy các chương trình khuyến mãi, quà tặng và phát trực tiếp của chúng tôi.
＞ Nếu bạn thích sản phẩm của chúng tôi, vui lòng bấm ""Thích ❤️""
＞ Awei có hợp tác kinh doanh với MWG địa phương tại Việt Nam và tất cả các sản phẩm tai nghe Bluetooth của Awei đã được ủy quyền bán cho MWG.",4.852664,58,5280,88,Quốc Tế
0,baseus_official_store,172255202,1632549247,VN,264,214,10155,"Baseus - Thương hiệu của các phụ kiện điện tử đỉnh cao được uỷ quyền duy nhất tai Việt Nam.  Baseus là một trong những thương hiệu cung cấp các thiết bị điện tử uy tín hàng đầu thị trường hiện nay với giá cả hợp lý. Dù bạn có nhu cầu đổi phụ kiện hay phụ kiện của mình bị hư hỏng lạc mất, đã có Baseus thì bạn sẽ được thỏa thích mua sắm, lựa chọn các phụ kiện mình yêu thích.
 Trụ sở Chính : Lầu 5, Toà nhà, 146/4 Vũ Tùng Phường 2 Bình Thạnh HCM. 
Hotline: 0901.880.055",4.820557,311,26235,85,TP. Hồ Chí Minh
0,bear_official_store,326323525,1632387373,VN,13,8,577,,4.881557,35,15177,99,TP. Hồ Chí Minh
0,bluestone_vietnam,189615586,1632548818,VN,264,181,15334,"- Thương hiệu BlueStone thuộc quyền sở hữu của công ty LASSEN INNOVATION PTE.LTD tại Singapore
- BlueStone là thương hiệu điện gia dụng cao cấp được Tara phân phối độc quyền tại Việt Nam.
 Các sản phẩm và linh kiện BlueStone được sản xuất dựa trên quy định chuyên nghiệp theo tiêu chuẩn Châu Âu CE, tiêu chuẩn RoHS, tiêu chuẩn của Đức GS, tiêu chuẩn CB về chất lượng và an toàn sản phẩm.
- BlueStone mang đến giải pháp chăm sóc bản thân và gia đình hoàn hảo cho người tiêu dùng Việt Nam.",4.877741,140,295085,99,Bình Dương
0,boyavn1,155333776,1632496337,VN,4,1,204,,4.888889,83,1307,95,TP. Hồ Chí Minh
0,chefhome,504776934,1632542712,VN,1,0,188,"CHEF & CHEF Việt Nam – Sự lựa chọn tốt nhất cho căn bếp Việt
CHEF & CHEF là một thương hiệu đồ gia dụng tới từ châu Âu, các sản phẩm được sản xuất theo công nghệ Đức với chất lượng tuyệt hảo. Với mong muốn nâng cao sức khoẻ và chất lượng cuộc sống cho ngày càng nhiều người Việt, CHEF & CHEF Việt Nam mang đến người tiêu dùng Việt những sản phẩm gia dụng thông minh mang thương hiệu CHEF & CHEF, hỗ trợ bạn chế biến những bữa ăn lành mạnh, nhanh chóng mà lại tốt cho sức khoẻ cả gia đình.
Sứ mệnh",4.963768,14,4610,94,Hà Nội
0,clair.vn,338406291,1631125629,VN,0,0,2,"Welcome to the clair official store!

Air purifiers have become a must-have home appliance as the fine dust problem becomes more and more serious.

But can one air purifier in the living room really clean the air throughout the house?
Shouldn't there be an air purifier in each room?

Clair air purifier, small yet powerful, is the perfect solution to your home needs.
Extremely low noise and no need to worry about electricity costs even with around the clock use.",5,10,141,88,Quốc Tế
0,comet_classic,136272507,1631709858,VN,246,111,8970,"Comet có mặt tại thị trường Việt Nam từ thập niên 90, bằng sự nỗ lực không ngừng, công nghệ vượt trội và cam kết an toàn trên từng sản phẩm. Với mục tiêu an toàn và chất lượng, hầu hết các sản phẩm mang nhãn hiệu COMET đều được sản xuất tuân thủ nghiêm ngặt các tiêu chuẩn quốc tế như IEC, EN, BS và các quy định về an toàn điện của Việt Nam. Với tất cả tâm huyết, sự tận tụy, COMET cam kết mang lại An Toàn và Tiện Lợi cho khách hàng thông qua việc cung cấp các sản phẩm điện gia dụng đạt chất lượng",4.841872,189,34054,92,TP. Hồ Chí Minh
0,comet_homeappliances,53621981,1632548277,VN,1651,919,65345,"Có mặt tại thị trường Việt Nam từ thập niên 90, bằng sự nỗ lực không ngừng, công nghệ vượt trội và cam kết an toàn trên từng sản phẩm. Với mục tiêu an toàn và chất lượng, hầu hết các sản phẩm mang nhãn hiệu COMET đều được sản xuất tuân thủ nghiêm ngặt các tiêu chuẩn quốc tế như IEC, EN, BS và các quy định về an toàn điện của Việt Nam. Với tất cả tâm huyết, sự tận tụy, COMET cam kết mang lại An Toàn và Tiện Lợi cho khách hàng thông qua việc cung cấp các sản phẩm điện gia dụng đạt chất lượng.",4.845875,181,217786,87,TP. Hồ Chí Minh
0,coocaa_official_store,131201661,1632528057,VN,57,32,2214,,4.820423,22,104517,99,TP. Hồ Chí Minh
0,cowayvina_official_store,365903060,1632547933,VN,0,0,117,"Coway được thành lập vào năm 1989, chuyên nghiên cứu và phát triển các giải pháp về chăm sóc sức khỏe và đời sống con người. Lợi thế cạnh tranh của chúng tôi chính là sự kết hợp công nghệ cao, thiết kế sáng tạo, hiện đại trong từng sản phẩm, cùng với dịch vụ chăm sóc khách hàng tận tâm, chuyên nghiệp.",5,40,129521,99,Hà Nội
0,cuckoo_flagship_store,131173192,1632448354,VN,1,0,16,"Có mặt tại Việt Nam từ năm 2002, nhờ vào chất lượng sản phẩm và mẫu mã tinh tế, Cuckoo từng bước lấy được sự tin tưởng của người tiêu dùng. Năm 2018, Cuckoo thành lập pháp nhân tại Việt Nam với tên gọi Cuckoo Vina dưới sự quản lý và kiểm soát chất lượng bởi tập đoàn đoàn Cuckoo Holdings.

This is the official Shopee store of Cuckoo in Vietnam",4.823529,72,79183,91,Hà Nội
0,sonycuongphan,296204790,1632535725,VN,8,1,482,"Cường Phan Technology là trang bán hàng TMDT thuộc quyền quản lý của Công Ty TNHH TM&DV CƯỜNG PHAN. 
Chúng tôi xin cam kết
1. Tất cả Sản Phẩm là hàng Chính Hãng
2. Hàng Fullbox, nguyên Seal Tem, mới 100%
3. Hỗ trợ TRẢ GÓP 0%
4. Bảo hành chính hãng toàn quốc
5. Xuất VAT nếu khách có nhu cầu
6. Kho hàng thực tế - Giao hàng nhanh chóng toàn quốc

Nếu có thắc mắc, xin vui lòng gọi Hotline : 0909.100.360
Showroom : Cường Phan Technology - 40 Nguyễn Văn Tố, P.Tân Thành, Q.Tân Phú, TP.HCM.",4.91002,41,2472,99,TP. Hồ Chí Minh
0,daikin_official_store,321812796,1632470438,VN,4,3,175,Chào mừng bạn đến với DAIKIN OFFICIAL STORE. Gian hàng được quản lý bởi công ty cổ phần Daikin Air Conditioning (Vietnam),4.834254,41,1515,43,TP. Hồ Chí Minh
0,vgogo,72316784,1632493299,VN,292,148,12648,"Vgogo - Nhà phân phối độc quyền, chính thức của Aukey, Belkin, Defunc, Popsockets, Promate, Soul, X-mini, Oaxis tại Việt Nam
Website: https://vgogo.vn/
Địa chỉ: B1-02 chung cư Hoàng Anh Thanh Bình, đường D4, p Tân Hưng, Q.7, TP.HCM
Điện thoại liên hệ: 0972 921 682
Email: info@urbancity.vn",4.850267,339,13440,87,TP. Hồ Chí Minh
0,divoom_flagship_store,153129058,1632483757,VN,12,5,1087,"Sản phẩm phân phối chính hãng từ Hãng sản xuất
Bảo hành chính hãng 1 năm - 1 đổi 1. Chi tiết điều kiện, địa chỉ bảo hành tại http://divoom.dtr.vn/bao-hanh",4.941818,38,42145,99,TP. Hồ Chí Minh
0,dienmaycenterofficial,191264266,1632549123,VN,85,24,4529,"🛒🛒🛒 CHẤT LƯỢNG -  UY TÍN 🛒🛒🛒
👉 Uy tín và chất lượng sản phẩm được đặt lên hàng đầu. 
👉 Chăm sóc khách hàng chu đáo, quý khách vui lòng inbox chat trên shopee để được hỗ trợ kỹ thuật và giải đáp thắc mắc",4.895308,375,28132,79,Hà Nội
0,edra_official_store,230537546,1632541269,VN,20,10,2017,"Tại sao nên mua hàng từ Shop
👉 100% các sản phẩm của shop là hàng chính hãng.
👉 Toàn bộ các sản phẩm có xuất xứ nguồn gốc rõ ràng và được bảo hành 12 đến 24 tháng.
👉 Miễn phí đổi trả hàng nếu lỗi do nhà sản xuất.
👉 Ưu đãi folower, tặng voucher ưu đãi từ đơn hàng thứ 2
👉 Miễn phí vận chuyển với các đơn từ 150K trở lên.",4.91328,133,20418,93,Hà Nội
0,elmartvn,78346970,1632076788,VN,715,440,28537,"* Siêu thị điện tử-HCM  chuyên cung cấp các sản phẩm diện tử, gia dụng chính hãng với mức giá và dịch vụ tốt nhất. Đến với elmartvn bạn sẽ có thể mua sắm rất nhiều sản phẩm điện thoại, điện tử, tivi, điện gia dụng từ những thương hiệu uy tín trên thị trường.
* Với mục tiêu mang đến những trải nghiệm tốt nhất cho khách hàng , chúng tôi hoạt động theo nhưng tiêu chí sau: 
  - Đảm bảo chính hãng 100% 
  - Giá cả cạnh tranh 
  - Giao hàng nhanh chóng",4.837215,406,16517,99,TP. Hồ Chí Minh
0,electrolux_official_store,331346099,1632529617,VN,10,11,413,,4.808314,229,64749,88,TP. Hồ Chí Minh
0,kynguyen024,34896130,1632539529,VN,45,11,3710,"Công ty TNHH Một Thành Viên Phát Triển Thương Mại Kỷ Nguyên thành lập tháng 07 năm 2012 đến nay và chuyên phân phối các sản phẩm điện gia dụng, điện máy chính hãng.
GPKD số: 0311857647
Địa chỉ: 89/2A đường số 8 phường 11 Quận Gò Vấp, HCM
Kho: Khu A3, kho Thắng Lợi, Số 2 Trường Chinh, phường Tây Thạnh, Quận Tân Phú.
Thời gian hoạt động: Từ 08:30-17:30 (Từ T2-T7)
Hotline: 0909714496-0909794496
Web: eramart.vn",4.93132,1385,6786,81,TP. Hồ Chí Minh
0,garmin_official_storevn,129753006,1631705480,VN,2,4,132,,4.782609,43,2353,100,TP. Hồ Chí Minh
0,goojodoqshop.vn,166333877,1632548746,VN,1398,745,39930,"Hello, distinguished customer.
Welcome to Goojodoqshop.vn Online Store.
🔥All items are ready stock.
🔥Guaranteed the best quality and price
🔥Work time Mon-Fri 9:00 a.m to 6:00 p.m
🔥Shipping time:  7-14 days ship from china.
🔥Any question, please don't hesitated to chat with us !
ENJOY YOUR SHOPPING NOW！",4.805153,130,28078,86,Quốc Tế
0,greenbox.official,153476815,1632545557,VN,98,39,3463,"Gian hàng cung cấp hàng SUNHOUSE chính hãng
Kênh Youtube giới thiệu sản phẩm https://www.youtube.com/channel/UC0co58H5lrnP92vEmOM6",4.84396,457,11068,81,Hà Nội
0,growntech_official,3933506,1632479062,VN,636,688,5410,"Cam kết về giá tốt nhất,cam kết về hậu mãi và bảo hành. Đ/c: 390 Quang Trung Phường 10 Quận Gò Vấp, Tp. HCM",4.276928,46,3353,67,TP. Hồ Chí Minh
0,gutekvn,95677581,1632547662,VN,822,444,20647,"♥ GUTEK cảm ơn quý khách đã quan tâm đến những sản phẩm của shop. GUTEK đang có nhiều chương trình ưu đãi:
- MIỄN PHÍ VẬN CHUYỂN cho đơn hàng từ 50K trở lên (hỗ trợ tối đa 70K)
- Tặng VOUCHER giảm giá khi ấn THEO DÕI SHOP
- Hỗ trợ nhiều mã giảm giá cho các sản phẩm tương ứng.
♥ GUTEK chuyên phân phối các dòng sản phẩm loa bluetooth, mic karaoke bluetooth, tai nghe có dây, không dây, đồ công nghệ… 
♥ GUTEK cam kết mang đến các sản phẩm CHẤT LƯỢNG, CHÍNH HÃNG với giá cả hợp lý đối với khách hàng.
",4.767023,105,60241,77,Hà Nội
0,jbl_vn,64903618,1632548455,VN,155,63,7036,"JBL được phân phối độc quyền bởi CÔNG TY TNHH PHÚC GIANG.
Showroom: 157 Nguyễn Văn Trỗi , P.11, Q. Phú Nhuận, TP.HCM
Trung tâm bảo hành : 10 Trịnh Văn Cấn, P. Cầu Ông Lãnh, Q.1, TP.HCM
☎  Bảo hành :  (84-28) 6299 0552 – line 103
📱  Hotline : 0934 11 68 98
🖨️  Fax: (84-28) 6299 0551
📧  Email: sales@pgi.com.vn
",4.86042,100,67521,79,TP. Hồ Chí Minh
0,homeshopingvn,144994852,1632480298,VN,43,15,1102,"Xin chào quý khách!
☎️ Quý khách có nhu cầu mua số lượng Sỉ & Lẻ vui lòng liên hệ 09.09.159.109 (Zalo)
👉 Kỹ thuật & Bảo hành: 1900.066.601 Nhấn Phím 22
♻️ Shop làm việc từ 9h - 18h (Từ Thứ 2 đến Thứ 7, trừ chủ nhật và các ngày lễ)
🤝 Cảm ơn quý khách đã quan tâm tới sản phẩm của shop!",4.812556,58,11401,82,TP. Hồ Chí Minh
0,jabra_official_store,225417467,1632371614,VN,1,0,201,"Với hơn 150 năm kinh nghiệm, chúng tôi là chuyên gia trong lĩnh vực công nghệ âm thanh và truyền thông, hiểu rõ chuyên sâu về chất lượng âm thanh ở nhiều  góc độ từ đàm thoại đến âm nhạc.
Jabra - thương hiệu toàn cầu với các dòng tai nghe di động không dây - được sở hữu bởi tập đoàn GN Netcom, Đan Mạch.",4.950249,32,20431,89,TP. Hồ Chí Minh
0,joyoungvietnam,17699858,1632230503,VN,17,3,668,"Gian hàng chính thức của Joyoung Việt Nam tại Shopee !
Chuyên cung cấp các sản phẩm điện gia dụng cao cấp với thương hiệu nổi tiếng tại Singapore, Nhật Bản và các nước khác trên thế giới",4.881406,48,4801,51,TP. Hồ Chí Minh
0,congngheso_chinhhang,164964754,1632547527,VN,223,66,15213,"✔️ Với 10 showroom bán hàng và 2 trung tâm bảo hành tại HN và HCM

✔️ Khách hàng sẽ Hưởng chế độ HẬU MÃI BẢO HÀNH chính hãng của JVJ Việt Nam
-	Miền Bắc : Lô 1, Liền Kề 4, Khu Đô Thị Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội – 0888.229.896
-	Miền Nam : 478 Đường Liên Phường, Khu phố 6, P. Phước Long B, Quận 9, TP. HCM  – 0833.777.000

☎ Hotline: 0886121886 (zalo)
☎ Hotline: 0886313886",4.906743,105,60350,99,Hà Nội
0,lg_official_store,95303264,1632548498,VN,498,407,27439,,4.867633,311,266391,99,TP. Hồ Chí Minh
0,locknlockvn,55771655,1632549482,VN,2314,1088,173512,"GLOBAL LEADER, GLOBAL LOCK&LOCK! 
(Thương hiệu toàn cầu về đồ dùng nhà bếp)


Từ năm 1978 đến nay, Lock & Lock, có trụ sở chính tại Seoul – Hàn Quốc,  đã phát triển và giới thiệu các sản phẩm của mình trên phạm vi toàn cầu . Lock&Lock đang nỗ lực đa dạng hóa các dòng sản phẩm, từ hộp bảo quản kín hơi đến các sản phẩm đồ dùng nhà bếp, hàng điện gia dụng...Chúng tôi duy trì lợi thế cạnh tranh sử dụng vật liệu thân thiện môi trường và đặt yếu tố sức khỏe của người dùng lên hàng đầu.


",4.918816,651,432730,98,Long An
0,logitech_officialshop,52679373,1631711531,VN,907,346,54825,"Logitech - Thương hiệu đến từ Thụy Sỹ.
Tất cả sản phẩm Logitech Official Shop là sản phẩm chính hãng 100%, được phân phối tại Việt Nam thông qua 1 trong 3 NPP. Được bảo hành 1 đổi 1 trong vòng 1 đến 3 năm tùy sản phẩm (đối với các lỗi của nhà sản xuất). 
Logitech Official cam kết hàng chính hãng kèm theo cực nhiều ưu đãi nữa nhé <3",4.900567,123,215357,65,TP. Hồ Chí Minh
0,longhung_electronics,253909392,1632535652,VN,3,5,800,,4.9475,422,2621,99,Bến Tre
0,lorcamall_official,520447608,1631687374,VN,0,0,0,,,22,377,23,Hà Nội
0,midea_official_store,161734784,1632544811,VN,10,8,538,"Chào mừng bạn đã đến với gian hàng chính hãng của Midea Việt Nam tại Shopee ! 
Midea rất mong muốn mọi phút giây khi bạn đến với Midea sẽ là những khoảnh khắc tuyệt vời nhất để bạn có thể mua về những sản phẩm chính hãng ,chất lượng nhất của Midea về cho gia đình và người thân mình . 
Make yourself at home !",4.852252,37,12594,100,TP. Hồ Chí Minh
0,midimori,25959100,1632300210,VN,6,3,180,"“ Thương hiệu Midimori đồ gia dụng cao cấp. Được tư vấn công nghệ, giám sát sản xuât, kiểm soát chất lượng xuất xưởng cũng như thiết kế kiểu dáng công nghiệp từ các chuyên gia điện máy hàng đầu đến từ Nhật Bản. Chúng tôi tham vọng mang đến cho người dùng sản phẩm có thương hiệu rỏ ràng, chất lượng cao, an toàn sử dụng và được bảo hành chăm sóc chu đáo. ”
Tổng đài hỗ trợ

TỔNG ĐÀI HỖ TRỢ / CSKH(8h - 17h30) :0963 66 18 12
Địa chỉ: Số 87 đường Trung Văn, P Trung Văn, Q Nam Từ Liêm, HN.",4.808511,26,778,69,Hà Nội
0,dienmay247,264111735,1632548952,VN,94,30,2731,".Cung cấp các sản phẩm  Soundbar , loa karaoke , loa bluetooth , các sản phẩm phụ kiện điện thoại chính hãng Samsung, LG, Sony .
.Tất cả sản phẩm được bảo hành chính hãng tại Việt Nam
. Sản phẩm nguyên kiện, mới 100%
. Liên hệ bán buôn, hợp tác kinh doanh: 0879397999
. Liên hệ bán lẻ, tư vấn sản phẩm: 0902174422
. Địa chỉ: Số 15 ngõ 3 đường Tựu Liệt - Thanh Trì - Hà Nội
",4.828279,133,2524,93,Hà Nội
0,motorolaofficialstore,311317251,1632549067,VN,6,0,140,"Gian hàng chính hãng Motorola - Cung cấp thiết bị âm thanh chất lượng cao từ Mỹ với các dòng sản phẩm: Tai nghe không dây, tai nghe có dây, Tai nghe Bluetooth chụp tai công nghệ chống ồn chủ động (ANC), tai nghe bluetooth nhét tai thể thao, tai nghe bluetooth true wireless, loa bluetooth.",4.854167,23,3751,88,TP. Hồ Chí Minh
0,nagakawa_official_store,181858886,1632548705,VN,83,44,4054,"💯 Gian Hàng Chính Hãng Nagakawa Tại Shopee 💯
✅ Chuyên cung cấp các sản phẩm gia dụng, điện lạnh với công nghệ mới nhất đáp ứng xu thế và mọi yêu cầu khó tính nhất của người tiêu dùng
✅ Tại Shopee, Nagakawa sẽ luôn cập nhật những CTKM ưu đãi cực lớn tạo điều kiện để khách hàng có được sản phẩm của Nagakawa dễ dàng và nhanh chóng nhất.
☎ MUA HÀNG TRỰC TUYẾN: 1900 56 56 96
📞 HOTLINE: 096 338 2066 
📩 EMAIL: nagakawashop@gmail.com

👉 FOLLOW SHOP NHẬN NGAY HOT VOUCHER 
",4.873558,201,7020,64,Hà Nội
0,native_union_official_store,401137561,1631675335,VN,0,0,1,"Gian Hàng Chính Hãng Native Union Tại Việt Nam - Native Union là thương hiệu phụ kiện nổi tiếng đến từ Pháp, chuyên sản xuất phụ kiện công nghệ cao cấp và thời trang như: Ốp lưng điện thoại, dây cáp sạc, củ sạc, loa... 

Native Union là thương hiệu phụ kiện sang trọng, lifestyle và được Apple chọn kinh doanh trong các Apple Store trên khắp thế giới.",5,28,59,34,TP. Hồ Chí Minh
0,nhattin_flagship_store,93218609,1631711412,VN,523,242,24859,"Hotline: 091.626.5353
Freeship Xtra cho đơn từ 50K
Cam kết 100% sản phẩm mới & chính hãng
Đ/c: 139/8 Đinh Bộ Lĩnh, P.26, Bình Thạnh, TPHCM
Bảo hành & Kỹ thuật: 0868709746 (Call / Za.lo)
Thời gian làm việc: từ thứ 2 -> 7 (8H00 - 17H00). Chủ Nhật/Lễ Tết: Nghỉ",4.869718,1033,76004,62,TP. Hồ Chí Minh
0,oiofficial.vn,199706294,1632491633,VN,106,58,1896,"💗💗💗Welcome!💗💗💗
1.Follow us to get super vouchers.
2.OI brand products, provide 6 month warranty.
3.Products are ship from China, usually it takes 7-15 days to arrive.
4.Communication is the best way to solve problems! 
5.If you have any problems, please contact us.We will provide you with after-sales service until you are satisfied.Please don't rate below 5 stars.
6.Please contact customer service before purchasing, there may be unexpected discounts! ",4.714988,23,4971,75,Quốc Tế
0,oppo_official_store_vn,25452983,1632548218,VN,93,171,5238,"Chào mừng bạn đến với gian hàng Công ty OPPO Việt Nam.
Đây là gian hàng được điều hành kinh doanh trực tiếp từ OPPO Việt Nam.
Đến với OPPO Official Store bạn sẽ yên tâm mua sắm hàng chính hãng OPPO độc quyền về giá và quà tặng:
- Bảo hành 12 tháng, 1 đổi 1 trong 30 ngày (lỗi phần cứng) tại các TTBH OPPO Toàn quốc.
- Giá ưu đãi khi mua online và giao hàng nhanh chóng.
- Hotline: 1800.577776 (Call center OPPO Việt Nam - tổng đài miễn phí)
- Inbox để được hỗ trợ khi cần.",4.802637,74,340321,90,TP. Hồ Chí Minh
0,philips_homeappliances,284593651,1632547656,VN,83,66,6013,,4.893362,94,34255,99,TP. Hồ Chí Minh
0,piseneasy,38276103,1632548644,VN,60,33,2813,"- Gian hàng chính thức của Pisen Việt Nam. 
- Pisen nhà sản xuất Pin sạc dự phòng hàng đầu Thế Giới. 
- bảo hành 18 tháng 
- Đảm bảo hàng chất lượng đúng chuẩn nhà máy Pisen
- Bảo hiểm 2 triệu USD toàn cầu
- Đổi trả, bảo hành ( Bắc - Trung - Nam)
Hà Nôi: B26+27 Khu B, Hoàng Cầu, Đống Đa
Đà Nẵng: 28 Hàm Nghi, Thanh Khê
HCM: 730/08 Lạc Long Quân,phường 9, quận Tân Bình Tp.HCM
TG lam việc: 2-7 ( CN và lễ nghỉ)
Hotline: 0868186060",4.857789,279,12435,85,Hà Nội
0,plextone.vn,288316918,1632548148,VN,41,26,3242,"😊Sẽ được giao mỗi ngày
🌸Nhà sản xuất và nhà cung cấp tai nghe chính hãng Plextone
💌Thương hiệu thành công có hai nguyên tắc Trung thực và Chất lượng là giá trị cốt lõi của công ty chúng tôi
💻Trò chuyện với các cuộc trò chuyện trực tiếp của chúng tôi từ Thứ Hai đến Thứ Sáu (9 giờ sáng - 6 giờ tối)
❤Hãy theo dõi chúng tôi để nhận thông báo khuyến mãi mới nhất
🌞Tất cả các sản phẩm đều được bảo hành 1 năm bởi PLEXTONE Việt Nam
🙆‍♂️🙆‍♀️Chúc bạn mua sắm vui vẻ, bạn thân mến!",4.894412,82,6157,100,Quốc Tế
